# f0,f1,f2,f3,f4
-6.005356453608419187e-01,-1.868240309613048433e-01,-3.258740849410060071e-03,-1.457904721989677910e-01,-8.500141591702969901e-02
-5.239703181890195127e-01,-1.876719211192715842e-01,-2.314202488037153725e-04,5.171467157546317389e-02,-1.192745624946724148e-02
4.881767834966996289e-01,3.117299671310522213e-01,1.068278353033861108e-02,1.025289504531136237e-01,1.627116554746095220e-02
4.916314596253533731e-01,3.576693626820275362e-01,1.071541341091005947e-02,8.469600090858050989e-02,1.400330111400393228e-02
3.707952611343088845e-01,-1.622817419429065933e-01,-1.627191221594927184e-02,-3.284863613308459853e-03,1.081522319709719675e-02
5.103269956038736233e-01,4.123731991795284713e-01,1.169706817815381258e-02,1.036980867302170900e-01,1.505134974091816916e-02
-1.074571834456321609e-03,-9.174212689964861278e-02,-1.444316805850633101e-02,4.332931563931453206e-02,1.286344663925831355e-02
5.416186196844802181e-01,5.210483699066770225e-01,2.461738297208740031e-03,1.459009760595247895e-01,2.621469186343716729e-02
-6.250342301300565451e-01,-1.985337892728460951e-01,-6.688054325557004666e-03,-2.467030009301521554e-01,-7.539069598781622528e-02
-3.709393112234459777e-01,-8.168989287826207424e-02,-1.451555066741377735e-02,6.785369937896121306e-02,1.522552063984861093e-02
-5.425362053005960972e-01,-1.717527486009970406e-01,-3.187408711013972606e-03,-3.166283971347638726e-02,2.688333937392940395e-02
5.375294271032413640e-01,4.843487961197206482e-01,1.123045183957856359e-02,1.689838089997025006e-01,2.483531848334706582e-02
5.196922430922177316e-01,4.841184106272208854e-01,9.534638223241244728e-03,1.229365534299162732e-01,1.557669125590194908e-02
3.800013727324227375e-01,-1.539294166381751094e-01,-1.284075878112616968e-02,2.828669510972474637e-03,1.419232798975357882e-02
-3.961006714765991643e-01,-3.569874846925017581e-02,-1.309446042937707951e-02,7.221711220735016479e-02,1.752298080004152311e-02
-6.034170173789732416e-01,-1.856803076143677400e-01,-3.951856294892763972e-03,-1.812653433546387305e-01,-3.324055432318231973e-02
4.706222082768926063e-01,1.925129450135602827e-01,1.000728828833018745e-02,1.108744500655646503e-01,2.690140501351635446e-02
4.944555755973288891e-01,3.100121038359286429e-01,9.835848711492189284e-03,1.324470767543422800e-01,2.772864533451610200e-02
-6.458860459535816778e-01,-1.923457006132133496e-01,-1.356946971579020512e-03,-3.520810237532549514e-01,-1.685194594249196653e-02
-6.092179161900265205e-01,-1.950319371666131563e-01,-2.994500129173616014e-03,-2.579269917552056701e-01,-1.733756046198152434e-02
-6.546225154181246619e-01,-2.045086311636231391e-01,-3.946474032832156427e-03,-4.504561527900915463e-01,1.789365378219713587e-02
4.721468021204846544e-01,1.148932083734871407e-01,1.135611441874289154e-02,1.597495879528915419e-01,2.128917157683048178e-02
4.562868316902883303e-01,-6.963135156753424114e-03,2.101742513410726973e-02,1.559984316054456588e-01,1.544455769122208763e-02
-1.858333452143787756e-01,-7.367194333764587322e-02,-1.248165633226221843e-02,8.666265548638335536e-02,1.175427323555936626e-02
-6.169237871632811121e-01,-1.950646885367819938e-01,-3.945013428449328460e-05,-2.413584743619441031e-01,-4.816346781804724947e-02
